acceptedSymbol,taxon_id
"QUHE2","167652"
"QUHEH","242510"
"QUHEM","242511"
"QUHI","167653"
"QUHY","167654"
"QUIL","1550125"
"QUIM","117428"
"QUIN","1550124"
"QUIN7","132052"
"QUIN3","167655"
"QUJO3","58166"
"QUKE","49919"
"QULA","167656"
"QULA2","128752"
"QULA3","69845"
"QULO","49011"
"QULY","1552799"
"QUMA2","54781"
"QUMAD","242512"
"QUMAM","242513"
"QUMA13","NaN"
"QUMA3","1550131"
"QUMAA2","242514"
"QUMAM2","242515"
"QUMI","119273"
"QUMI2","167658"
"QUMO","167659"
"QUMO4","128686"
"QUMU","54783"
"QUMY","167660"
"QUNI","53640"
"QUOB","132076"
"QUOG","167661"
"QUPA6","78806"
"QUPA5","121690"
"QUPA10","78807"
"QUPA2","54785"
"QUPA8","78808"
"QUPAP2","81313"
"QUPAS2","81314"
"QUPAT","81315"
"QUPH","1550127"
"QUPO2","167662"
"QUPR","1552798"
"QUPU80","167663"
"QUPU","167664"
"QURO3","167665"
"QURU","49005"
"QURUA","242516"
"QURUR","242517"
"QURU4","792648"
"QUSA2","78809"
"QUSH","1550123"
"QUSHS","242518"
"QUSHS2","242519"
"QUSHS3","242520"
"QUSI2","167667"
"QUSI","167668"
"QUSIB","792628"
"QUSIS","242522"
"QUST","1552804"
"QUTA","167669"
"QUTE","167670"
"QUTO","64138"
"QUTO2","167671"
"QUTU2","49010"
"QUVA","78810"
"QUVA5","1552806"
"QUVE","49006"
"QUVI2","167673"
"QUVI","49013"
"QUWI2","51089"
"QUWIF","58914"
"QUWIW","58915"
"QULO2","51082"
"RAAC4","129655"
"RAAF2","167675"
"RAAQ2","167676"
"RABR","167677"
"RABR2","167678"
"RACA11","167679"
"RACAC5","242523"
"RACAL4","242524"
"RADE6","167680"
"RAEL3","167681"
"RAER2","167682"
"RAFA6","638583"
"RAHE8","604726"
"RALA70","167684"
"RALA8","167685"
"RAMA9","167686"
"RAMI8","167687"
"RAMU4","167688"
"RAOB4","167689"
"RAOC2","167690"
"RAPA9","167691"
"RAPA10","167692"
"RAPY2","167693"
"RASU9","167695"
"RAVA3","167696"
"RAVE2","167697"
"RATO","167698"
"RAAU5","167700"
"RAAU6","167701"
"RABO5","167702"
"RABR13","167703"
"RACO19","67842"
"RACOC","1054206"
"RACOL","NaN"
"RAFL5","167704"
"RAFL6","1024204"
"RAMO6","167705"
"RAOB5","167706"
"RAOB6","167707"
"RAOBP","238260"
"RAPR4","167708"
"RASU17","167709"
"RATE12","167710"
"RAVO2","167711"
"RACA","53193"
"RANE","68553"
"RAAR","78812"
"RAPR","78813"
"RASC2","78814"
"RAST","167712"
"RACO4","289978"
"RAAC","121958"
"RAPA4","1560566"
"RAPO2","1156468"
"RARH2","167713"
"RASP","NaN"
"RAAB","126371"
"RAAC2","129009"
"RAACA2","1567685"
"RAACM","242530"
"RAAD","118528"
"RAADA2","242533"
"RAADA","242534"
"RAAE","167714"
"RAAL","78815"
"RAALA","81316"
"RAALA2","81317"
"RAALD","242535"
"RAALM","242536"
"RAAL2","126370"
"RAAL4","167715"
"RAAM","118754"
"RAAN","78816"
"RAANA","242537"
"RAANT","242538"
"RAAQ","78817"
"RAAR2","167716"
"RAAU7","1496329"
"RAAU","877016"
"RABO","78819"
"RABOT","81322"
"RACA2","52173"
"RACA3","60238"
"RACA4","167718"
"RACO10","167719"
"RACY","78821"
"RAEA","167720"
"RAES","78822"
"RAESE2","81326"
"RAESO","81327"
"RAEST","242541"
"RAEX","167721"
"RAFA","167722"
"RAFL","78823"
"RAFL2","67826"
"RAFLF","242544"
"RAFLF2","81329"
"RAGL","78824"
"RAGLE","81331"
"RAGLG","81332"
"RAGL2","167723"
"RAGLA","1530655"
"RAGLC","242546"
"RAGM","167724"
"RAGO","78825"
"RAHA","167726"
"RAHA2","167727"
"RAHE","57239"
"RAHE2","167728"
"RAHI","1597482"
"RAHIC","242550"
"RAHIH","242551"
"RAHIN","242552"
"RAHY","78826"
"RAHYH","242553"
"RAHYS","242554"
"RAHY2","167730"
"RAIN","167731"
"RAINA","242557"
"RAINI2","1338047"
"RAINS","242559"
"RAJO","167732"
"RAKA","167733"
"RAKA3","167734"
"RALA","167735"
"RALA2","167736"
"RALO","68424"
"RALO2","862101"
"RAMA","167737"
"RAMAB","242560"
"RAMAM","242561"
"RAMA2","78828"
"RAMA3","167738"
"RAMA5","167740"
"RAMI2","126372"
"RANI","167741"
"RAOC","68057"
"RAOCB","242563"
"RAOCH2","1283140"
"RAOCN","242564"
"RAOCO","81335"
"RAOR","167742"
"RAOR2","167743"
"RAOR3","67827"
"RAORB","81337"
"RAORO","81338"
"RAPA","167744"
"RAPA2","167745"
"RAPE","167746"
"RAPEA","242565"
"RAPE2","167747"
"RAPE5","167748"
"RAPEA2","242566"
"RAPO","78830"
"RAPU","78831"
"RAPUA","242567"
"RAPUP","242568"
"RAPY","167751"
"RAPYP2","242570"
"RARA","167752"
"RARE2","81802"
"RARER2","564012"
"RARET2","1060371"
"RARH","167753"
"RASA4","167754"
"RASC3","59301"
"RASCM","81340"
"RASCS","81341"
"RASU4","167755"
"RASU2","167756"
"RATR","486980"
"RATRE","486981"
"RATRT","517698"
"RATR6","505604"
"RATU","167758"
"RAUN","63898"
"RAUNE","63899"
"RAUNP","63896"
"RAUNU","63897"
"RAVE","167759"
"RACO3","78836"
"RAPE3","167761"
"RAPEP2","242575"
"RAPEP","242576"
"RAPI","85331"
"RATA","167762"
"RAPR2","167763"
"RASC6","167764"
"RAIN8","852641"
"RANI2","333007"
"RASA3","167765"
"RATE8","167766"
"RAVI","543050"
"RAUR","1065879"
"RAAN2","362134"
"RAAU4","338231"
"RAPH2","131158"
"REHE","56408"
"REHEA","1279264"
"REHEA2","413167"
"REHED","238270"
"REHEH","1279262"
"REBE","167767"
"REBR","167768"
"REEV","167769"
"REMA4","167770"
"REPH2","167771"
"REPI2","NaN"
"RESP","1024198"
"REFL","167772"
"REOL","167775"
"REMA3","167776"
"REKA","167777"
"REMA2","167778"
"REMO","167779"
"REAL2","277071"
"REJA","498081"
"REJAP","NaN"
"REOC","283912"
"REAR","156361"
"RESA","167782"
"REGU","1068166"
"REKR","1156465"
"RESE","167783"
"REUN","1013133"
"RHBI","167784"
"RHCR6","167785"
"RHCR7","167786"
"RHPE10","167787"
"RHAL","78843"
"RHCR","57243"
"RHCRC","318215"
"RHCRP2","238285"
"RHIL","58308"
"RHLA","167789"
"RHLAG2","238288"
"RHLAL3","238289"
"RHPI","78845"
"RHSE3","167790"
"RHSM","167791"
"RHSP3","1144562"
"RHHY","167793"
"RHAL4","131637"
"RHAR","167795"
"RHAR7","NaN"
"RHCU4","167796"
"RHLU","167797"
"RHMA","126318"
"RHMAI","242577"
"RHMAM2","143765"
"RHMAV","242578"
"RHNA","167798"
"RHNU2","127911"
"RHPA3","167799"
"RHPE","167800"
"RHSA3","167801"
"RHVI","130690"
"RHSU8","167802"
"RHMI13","61470"
"RHMIG","238291"
"RHMIM","1561121"
"RHBA2","119900"
"RHAN70","167804"
"RHAP","167805"
"RHGL70","85421"
"RHGR5","167806"
"RHMA12","68067"
"RHNU4","125090"
"RHPS70","167807"
"RHPU7","127031"
"RHAP2","196660"
"RHMA2","60335"
"RHMU","196667"
"RHST8","196666"
"RHIN11","78846"
"RHINI","80170"
"RHINL","238302"
"RHINN","238303"
"RHINP","238304"
"RHRH4","123927"
"RHRO3","84436"
"RHON","167808"
"RHRO6","167809"
"RHBA4","NaN"
"RHPE3","NaN"
"RHWE","NaN"
"RHAL5","49828"
"RHAL2","126556"
"RHALA","126557"
"RHALW","NaN"
"RHAR3","49831"
"RHAT","49834"
"RHAU","167810"
"RHCA4","118749"
"RHCA5","857070"
"RHCAC4","238305"
"RHCAG","238306"
"RHCA6","153942"
"RHCA7","56232"
"RHCA14","133396"
"RHCA8","49486"
"RHCH5","167812"
"RHCU","167813"
"RHEA2","167814"
"RHFL","167815"
"RHLA2","898324"
"RHLAL","242579"
"RHLAP","242580"
"RHMA3","57360"
"RHMA4","83059"
"RHMI2","167818"
"RHOB","167819"
"RHOC","60527"
"RHOCO","181851"
"RHOCP","181852"
"RHOCS","181853"
"RHPE4","49822"
"RHPR","143409"
"RHPR2","167820"
"RHVA","167821"
"RHVI2","82300"
"RHAN5","167822"
"RHCI4","167823"
"RHAS","NaN"
"RHBO","NaN"
"RHAR4","1616198"
"RHARA","58739"
"RHARA2","58740"
"RHARS","58737"
"RHCO","126698"
"RHCOC","242581"
"RHCOL2","129674"
"RHCOL","242582"
"RHGL","54764"
"RHIN2","55009"
"RHKE","167825"
"RHLA3","167826"
"RHMI11","129622"
"RHMI3","167827"
"RHOV","64121"
"RHSA2","167828"
"RHTA","548260"
"RHTR","867365"
"RHTRA","242583"
"RHTRP","1616200"
"RHTRQ","242585"
"RHTRR","934076"
"RHTRS","1590592"
"RHTRT","148076"
"RHTY","167829"
"RHVI3","121691"
"RHVIC","242587"
"RHVIV","242588"
"RHAM","167832"
"RHCI3","167833"
"RHCY4","167834"
"RHDI2","167835"
"RHED","167836"
"RHLA5","167837"
"RHLE","NaN"
"RHMI10","131580"
"RHMI4","138567"
"RHPA2","167838"
"RHPH","71063"
"RHPR4","167839"
"RHRE","167840"
"RHRE3","281735"
"RHSE4","138572"
"RHSET","242589"
"RHSW","167841"
"RHTO3","167842"
"RHTOM","242590"
"RHTOT","242591"
"RHPH2","167843"
"RHAL3","57862"
"RHBA","167844"
"RHBE2","557149"
"RHBR","167845"
"RHCA9","167847"
"RHCA10","78848"
"RHCA11","167848"
"RHCA12","78849"
"RHCA13","167849"
"RHCE","167850"
"RHCH2","167851"
"RHCH3","167852"
"RHCHS","238309"
"RHCI","167854"
"RHCI2","NaN"
"RHCO7","132685"
"RHCO3","167855"
"RHCO19","290511"
"RHCO2","167856"
"RHCO4","290513"
"RHCR3","167857"
"RHCU3","167859"
"RHDE2","167860"
"RHDE","167861"
"RHDE7","NaN"
"RHDI3","167862"
"RHDO2","NaN"
"RHEL","167863"
"RHEX","167864"
"RHFA","167865"
"RHFAD","242598"
"RHFAF","242599"
"RHFE","167866"
"RHFI","167867"
"RHFI2","290528"
"RHFL2","167868"
"RHFU","167869"
"RHGA4","355627"
"RHGI","290532"
"RHGL2","78850"
"RHGLG","242600"
"RHGLP","242601"
"RHGLS","867183"
"RHGL3","167870"
"RHGR","167871"
"RHGR6","486965"
"RHGR2","167872"
"RHHA2","167873"
"RHHA","167874"
"RHHAC","867282"
"RHHAH","1058563"
"RHHO","280836"
"RHIN3","167875"
"RHIN4","167876"
"RHIN7","167877"
"RHJA3","141082"
"RHKN","167878"
"RHLA7","167879"
"RHLE2","1225415"
"RHLI","281738"
"RHLIB","316318"
"RHMA5","167880"
"RHMA6","167881"
"RHMA8","280847"
"RHMA15","847980"
"RHME","143504"
"RHME3","167882"
"RHMI7","167883"
"RHMI8","200078"
"RHMI5","167884"
"RHMI9","167885"
"RHNI","167886"
"RHNI2","167887"
"RHOD","167888"
"RHOL","167889"
"RHPA","167890"
"RHPE2","167891"
"RHPI5","167892"
"RHPL6","167893"
"RHPL3","167894"
"RHPU4","167895"
"RHPU3","167896"
"RHRA3","NaN"
"RHRA4","281736"
"RHRAM","316307"
"RHRA2","167897"
"RHRE8","167898"
"RHRU5","593145"
"RHRU2","NaN"
"RHRU3","167899"
"RHRUL","238310"
"RHRUR","1054259"
"RHSC5","167901"
"RHSC2","167902"
"RHSO","167903"
"RHST2","167904"
"RHTE3","290637"
"RHTE2","290640"
"RHTH","167905"
"RHTO4","167906"
"RHTR2","167907"
"RHUN","NaN"
"RHWR","167908"
"RHJA5","167909"
"RHLO70","124422"
"RHSQ70","123754"
"RHTR70","123923"
"RHRO7","124461"
"RHRU70","167910"
"RHAU2","841738"
"RIAC","81762"
"RIAM","53433"
"RIAM2","125487"
"RIAU","55544"
"RIAUA","55545"
"RIAUG","55547"
"RIAUV","55546"
"RIBI","78851"
"RIBR","78852"
"RICA","47129"
"RICAC","47128"
"RICAH","47127"
"RICA2","78853"
"RICE","765122"
"RICEC2","81342"
"RICEC","242606"
"RICEP","242607"
"RICR","167912"
"RICRC","242608"
"RICRO","242609"
"RICU","167913"
"RICY","84803"
"RIDI","53448"
"RIDID","53449"
"RIDIP","81344"
"RIDIP2","53434"
"RIEC","167915"
"RIER","167916"
"RIGL","85475"
"RIHI","136605"
"RIHU","78855"
"RIHUH","242610"
"RIHUP","81345"
"RIIN","78856"
"RIIN2","78857"
"RIINI","81346"
"RIINK","81347"
"RILA","78858"
"RILA2","78859"
"RILA3","78860"
"RILE","148073"
"RILO","78861"
"RIMA","54942"
"RIMAM","54947"
"RIMAV","54946"
"RIMA2","78862"
"RIME","52687"
"RIMEH2","53116"
"RIMEI","53118"
"RIMEL","53115"
"RIMEM","53114"
"RIMES","53117"
"RIME2","167917"
"RIMI","82818"
"RIMO2","78863"
"RINE","78864"
"RINEG","242612"
"RINEJ","242613"
"RINEN","242614"
"RINI2","167918"
"RIOX","71033"
"RIOXC","238311"
"RIOXH","238312"
"RIOXI","238313"
"RIOXO","238314"
"RIOXS","238315"
"RIPI","167919"
"RIQU","55548"
"RIRO","55552"
"RIROA","55550"
"RIROR","55551"
"RIRO2","167920"
"RISA","53435"
"RISAD","242615"
"RISAG","53436"
"RISAM","242616"
"RISAS","81349"
"RISE","78865"
"RISP","50824"
"RITH","78866"
"RITR","118750"
"RITU","78867"
"RIVE","78868"
"RIVEG","242618"
"RIVEV","242619"
"RIVI","78869"
"RIVI2","55549"
"RIVI3","78870"
"RIWA","167921"
"RIWO","167922"
"RICH2","56462"
"RIIN8","167923"
"RIJU","167924"
"RILA6","56464"
"RILAA","1279023"
"RILAL","1279021"
"RIMU3","56465"
"RIMUM","242623"
"RIMUS","1279026"
"RIPA6","56466"
"RIST4","1262143"
"RIAL4","167925"
"RIAL5","593162"
"RIAN4","NaN"
"RIANC","NaN"
"RIAT6","461349"
"RIATA","1419113"
"RIATI","NaN"
"RIBE","56409"
"RIBI5","167927"
"RICA12","56410"
"RICA13","56411"
"RICA14","56412"
"RICA15","56413"
"RICU2","167928"
"RIDI7","167929"
"RIDO","NaN"
"RIFL4","1532808"
"RIFR","56416"
"RIGL6","56417"
"RIGLC","1419109"
"RIGLG","1419108"
"RIGO2","1062691"
"RIHI4","167932"
"RIHO3","NaN"
"RIHU6","461350"
"RIHUS","461351"
"RILA7","56418"
"RILE9","NaN"
"RIMA8","167933"
"RIME5","167934"
"RINI6","56419"
"RIOZ","167935"
"RIRH","1110694"
"RISE5","1515598"
"RISO2","56420"
"RISOA","1419111"
"RISOE","1419112"
"RISOS","1419110"
"RIST6","167936"
"RITE2","167938"
"RITR5","56421"
"RIWA3","947945"
"RINA2","56422"
"RIBR2","167940"
"RISC","133311"
"RITR2","167942"
"RIAF","56428"
"RIAM6","56431"
"RILE2","56981"
"RIBE2","900189"
"RIHU2","133291"
"ROAM2","NaN"
"ROHO","NaN"
"ROLO2","NaN"
"ROMA","NaN"
"ROHI","129107"
"ROHIF8","242624"
"ROHIH","242625"
"ROHIK","242626"
"ROHIN","242627"
"ROHIR","242628"
"RONE","78871"
"RONEN","242629"
"RONER","242630"
"ROPS","475449"
"ROVI","167943"
"ROVIH2","242631"
"ROVIV","242632"
"ROAC2","468499"
"ROSP8","283203"
"RORO5","167944"
"ROFR","985998"
"ROHA3","167946"
"ROMU3","278814"
"ROCA6","57856"
"ROSI","78872"
"ROTH","167954"
"ROTR","78873"
"ROUN","167955"
"ROUNG","242633"
"ROUNU","1503060"
"ROCO","61946"
"ROTR2","61947"
"ROIN4","136470"
"ROPI3","764881"
"ROPO","1137480"
"ROAL","167956"
"ROBA","167958"
"ROCA","167959"
"ROCO2","167961"
"ROCO3","78875"
"ROCU2","78876"
"ROCUC","242635"
"ROCUT","NaN"
"ROCU","58866"
"ROCUC2","242637"
"ROCUL","242638"
"ROCUN","242639"
"ROCUO","242640"
"ROCUO2","242641"
"ROCUP","242642"
"ROCUS","242643"
"ROIN2","890765"
"ROMI2","167967"
"ROPA2","64162"
"ROPAF2","238316"
"ROPAH","80171"
"ROPAO","238317"
"ROPAP","64157"
"ROPO2","1226677"
"RORA2","167970"
"ROSE","167972"
"ROSI2","78877"
"ROSP4","78878"
"ROSU2","78879"
"ROTE","54675"
"ROTE2","167974"
"RODU","NaN"
"ROHO3","NaN"
"ROOD2","167991"
"ROPA4","NaN"
"RORU3","NaN"
"ROAC","132527"
"ROACA","238318"
"ROACS","238319"
"ROAR3","83065"
"ROARA","242646"
"ROARS","83064"
"ROBL","83062"
"ROBLB","242647"
"ROBLG","242648"
"ROBLH","242649"
"ROBR3","78880"
"ROCA2","53437"
"ROCA4","1611790"
"ROCAC","130027"
"ROCAS2","242652"
"ROFO","167981"
"ROGY","53441"
"ROGYG","81350"
"ROGYS","81351"
"ROMA3","167986"
"ROMI80","78881"
"ROMY","167989"
"RONI","155003"
"RONU","78883"
"RONUH","242659"
"RONUM","242660"
"RONUN","80173"
"RONUS","181855"
"ROOB2","167990"
"ROPA","82302"
"ROPI","78884"
"ROPI2","78885"
"ROPIA","80174"
"ROPIP","80175"
"ROSE2","128841"
"ROSES","242661"
"ROSET","242662"
"ROSP3","53442"
"ROSPS","242663"
"ROSPS2","242664"
"ROST","167994"
"ROSTA","238320"
"ROSTM","238321"
"ROSTE2","343215"
"ROSTM2","NaN"
"ROSTS","238322"
"ROVI2","129195"
"ROVIL","242666"
"ROVIV2","242667"
"ROWO","78887"
"ROWOG","181856"
"ROWOG2","80176"
"ROWOU","80177"
"ROWOW","242668"
"ROYA","167998"
"RORA","78889"
"ROSU4","348488"
"ROHU","332838"
"ROBO","356265"
"RORE2","201453"
"RUPA8","NaN"
"RUAB","168004"
"RUAC5","1640953"
"RUAD2","1643568"
"RUAL6","168008"
"RUAL7","168009"
"RUAL","82110"
"RUALA","181660"
"RUALG","1283666"
"RUAL8","168010"
"RUAL9","168011"
"RUAN2","1640951"
"RUAP","1541358"
"RUAP2","168014"
"RUAR","121363"
"RUARA2","121366"
"RUARA3","121365"
"RUARS","238324"
"RUAR8","168015"
"RUAR7","168016"
"RUAR2","1276041"
"RUAR3","168017"
"RUAR5","168018"
"RUAU","1642832"
"RUBA2","168020"
"RUBA","168021"
"RUBE","168022"
"RUBI2","1642174"
"RUBI3","1275859"
"RUBI4","168026"
"RUBL2","168027"
"RUBO","1267745"
"RUBU","168030"
"RUBU2","168031"
"RUCA16","168032"
"RUCE2","1663697"
"RUCH","153003"
"RUCL","168034"
"RUCO27","1665368"
"RUCO3","1286634"
"RUCU3","168037"
"RUCU","128854"
"RUCU4","168038"
"RUDE4","168039"
"RUDE6","168040"
"RUDE","168041"
"RUDE7","1267494"
"RUDE8","168043"
"RUDI3","168045"
"RUEL2","168046"
"RUEX3","168048"
"RUEX2","168049"
"RUFE","168050"
"RUFE2","168051"
"RUFE6","713541"
"RUFL","69717"
"RUFL3","1670272"
"RUFL4","168053"
"RUFL6","348489"
"RUFR2","168054"
"RUFR3","168055"
"RUFR4","168056"
"RUFR5","168057"
"RUFU4","168058"
"RUGL2","1633502"
"RUGL","78890"
"RUGLG","181560"
"RUGLG2","1664604"
"RUGN","168061"
"RUGR5","168062"
"RUGR9","168063"
"RUGU","1156675"
"RUHA3","168064"
"RUHA6","168065"
"RUHA4","168066"
"RUHA","127560"
"RUHE2","168067"
"RUHI3","168068"
"RUHI","69713"
"RUHU2","168069"
"RUHY2","168070"
"RUIC","168071"
"RUIDS2","125488"
"RUIM","1640977"
"RUIM2","168074"
"RUIN6","168075"
"RUIN8","1642838"
"RUIN9","168077"
"RUIN3","168078"
"RUIN4","168079"
"RUIN5","168080"
"RUIT","168081"
"RUJA","168082"
"RUJU2","168083"
"RUKE2","168084"
"RUKE3","168085"
"RULA5","1625861"
"RULA2","78892"
"RULA8","168087"
"RULA6","168088"
"RULA7","168089"
"RULE","63960"
"RULEB","63958"
"RULEL","63957"
"RULET","242671"
"RULE3","1401381"
"RULO4","1642837"
"RULU","1541944"
"RUMA6","168094"
"RUMA2","168096"
"RUMA8","168098"
"RUME3","168099"
"RUMI2","168100"
"RUMI3","1541942"
"RUMI4","168102"
"RUMO3","168103"
"RUMO5","168104"
"RUMU2","168105"
"RUMU3","168106"
"RUMU4","168107"
"RUMU5","1266211"
"RUNA","168109"
"RUNE2","1621025"
"RUNE","168111"
"RUNI","63961"
"RUNI2","78893"
"RUNO2","1664429"
"RUNO3","168113"
"RUNO4","168114"
"RUNO5","1656849"
"RUOB2","168116"
"RUOB4","168117"
"RUOC","125489"
"RUOD","861351"
"RUODC","242672"
"RUODO","242674"
"RUOK","1142421"
"RUOR4","168118"
"RUOR5","168119"
"RUOS","168120"
"RUPA7","168121"
"RUPA25","168122"
"RUPA13","168123"
"RUPA9","168124"
"RUPA10","168125"
"RUPA14","168126"
"RUPA","900439"
"RUPAP2","181858"
"RUPAV","242675"
"RUPA11","168127"
"RUPE","130220"
"RUPE3","78894"
"RUPE6","168128"
"RUPE7","1267746"
"RUPE20","168130"
"RUPE8","168131"
"RUPE9","168132"
"RUPE10","168133"
"RUPH2","168134"
"RUPL3","168135"
"RUPL","168136"
"RUPL2","168137"
"RUPO","168138"
"RUPO2","168139"
"RUPR3","168140"
"RUPR4","168141"
"RUPR5","1642836"
"RUPR6","369378"
"RUPR11","168143"
"RUPR9","168144"
"RUPU","132855"
"RUPUP","242676"
"RUPUP2","242677"
"RUPU4","168145"
"RUPU5","168146"
"RURA","168147"
"RURA2","1642835"
"RURE","168149"
"RURE2","168150"
"RURE3","168151"
"RURI","168152"
"RURO2","168153"
"RURO3","168154"
"RURO5","168155"
"RURO4","168156"
"RURU2","168157"
"RURY","168158"
"RUSA4","168159"
"RUSC","168160"
"RUSC2","168161"
"RUSC3","168162"
"RUSE2","1267493"
"RUSE3","168164"
"RUSE","168165"
"RUSE4","168166"
"RUSE6","168167"
"RUSI2","168169"
"RUSO","168170"
"RUSP","47543"
"RUSPF","242679"
"RUSPS","181859"
"RUSP4","168171"
"RUST5","168172"
"RUST7","168173"
"RUSU4","168175"
"RUTA2","1669003"
"RUTH","168177"
"RUTR4","1667769"
"RUTR","69714"
"RUTR6","168182"
"RUTY","1410454"
"RUUC","168184"
"RUUN","1418942"
"RUUR","53445"
"RUURM","53444"
"RUURU","238326"
"RUURS","NaN"
"RUURU2","NaN"
"RUUV","1270156"
"RUVA","168187"
"RUVA3","168188"
"RUVE6","168189"
"RUVE5","873668"
"RUVI11","168191"
"RUVI3","168192"
"RUVI4","69937"
"RUVIE","242683"
"RUVIT","242684"
"RUVIV","242685"
"RUWH","168194"
"RUWH2","168195"
"RUWI","168196"
"RUAL17","136372"
"RUAU2","168197"
"RUCA3","78896"
"RUFU2","142654"
"RUFUD","242689"
"RUFUF","985137"
"RUFUP","242691"
"RUFUS3","242693"
"RUFUU","242694"
"RUGL7","78897"
"RUGR7","168199"
"RUGR","168200"
"RUGRA","242695"
"RUGRG","242696"
"RUHE","168201"
"RUHI2","62741"
"RUHIA","242697"
"RUHIF","242698"
"RUHIH","242699"
"RUHIP","81354"
"RUKL","78898"
"RULA3","116735"
"RULAA","118563"
"RULAB","118564"
"RULAD","118562"
"RULAH3","118560"
"RULAL","242700"
"RUMA3","128694"
"RUMI","168202"
"RUMO6","168203"
"RUMO","168204"
"RUMO9","888921"
"RUNI3","168205"
"RUOC2","78899"
"RUSC4","168206"
"RUSU","168207"
"RUTE4","168208"
"RUTR2","136376"
"RUTRP","179034"
"RUTRR","242703"
"RUTRT","153173"
"RUBL3","781644"
"RUCA4","128653"
"RUCAC2","238328"
"RUCAC4","362492"
"RUCAS6","362500"
"RUCAS7","362501"
"RUCAC","238329"
"RUCAC5","NaN"
"RUCAH","NaN"
"RUCO5","713670"
"RUCO","168212"
"RUDA","168213"
"RUDR","168215"
"RUDR2","168216"
"RUDRD","242708"
"RUDRM","242709"
"RUHU","119651"
"RUMA9","168217"
"RUME","168218"
"RUNO","168219"
"RUNU","168220"
"RUNUN","242710"
"RUNUR","242711"
"RUOC4","168221"
"RUPA3","168222"
"RUPE4","119652"
"RUPEP2","126827"
"RUPEP","238330"
"RUPU2","129620"
"RUST2","130044"
"RUTU","291119"
"RUYU","168224"
"RUNU2","168225"
"RUAC6","557124"
"RUAL10","NaN"
"RUFR6","NaN"
"RUACA2","238332"
"RUAL5","168226"
"RUAL4","168228"
"RUAQ","168229"
"RUAQF","242712"
"RUAR6","168230"
"RUARA","242713"
"RUARP","242714"
"RUBE4","168231"
"RUCH3","168233"
"RUDE2","168236"
"RUGI","123618"
"RUGR2","168238"
"RUHA2","127278"
"RUHE7","168239"
"RUHY","58291"
"RUKR","168240"
"RULA9","607138"
"RUMA4","168242"
"RUNE4","168243"
"RUOR2","128716"
"RUORB","242715"
"RUORO","242716"
"RUOR3","168245"
"RUPA4","168246"
"RUPA6","78907"
"RUPAG2","238337"
"RUPAP","238338"
"RUSA","60233"
"RUSAA","242717"
"RUSAC","118421"
"RUSAD","118423"
"RUSAL","242718"
"RUSAM","154139"
"RUSAS","58989"
"RUSAT4","118419"
"RUSI","168251"
"RUSK","168252"
"RUSP2","168253"
"RUTO","168254"
"RUVE2","78913"
"RUVE3","128660"
"RUVI","78914"
"RUAD","168255"
"RUHA5","78915"
"RUPH3","53198"
"RURI2","78916"
"RUAN4","NaN"
"RUCI2","61089"
"RUMA5","61090"
"SABR4","NaN"
"SACA","366014"
"SAET","168256"
"SAME8","168257"
"SAMI8","81804"
"SAPA","123481"
"SAAN","84666"
"SAAR","168258"
"SABA8","168260"
"SABR9","168261"
"SABR10","126298"
"SACA2","168262"
"SACA26","84667"
"SACA3","84668"
"SACA27","168263"
"SADI2","168264"
"SADO","168265"
"SADOD","242719"
"SADOF","242720"
"SAFO7","168266"
"SAGE","168267"
"SAGR8","127442"
"SAKE","168268"
"SAMA8","168269"
"SAMAM2","1402797"
"SAMAR","242722"
"SAQU","168270"
"SAST5","126339"
"SACI2","83128"
"SAVI6","286285"
"SAAL21","494532"
"SABA10","168272"
"SABR18","168273"
"SABRB5","1056703"
"SABRC3","508187"
"SACO31","168274"
"SAGI","168276"
"SASP","827176"
"SAST","168279"
"SADO6","633912"
"SAIN5","275639"
"SAPO3","168280"
"SACY3","122709"
"SAPA11","168281"
"SASO2","168282"
"SASQ","168283"
"SAWA3","878802"
"SAGL70","168284"
"SAMI10","168285"
"SAWR","168287"
"SAAP","1613793"
"SACA10","168288"
"SADE","57004"
"SADED","57002"
"SADEO","57000"
"SAMA6","78922"
"SAMAC","80178"
"SAMAM","238339"
"SANI7","168290"
"SANOB","238340"
"SAPR","55667"
"SASA","78923"
"SAAM4","168292"
"SAAU2","69808"
"SABR8","168293"
"SACA21","1506723"
"SACAC","242723"
"SACAS","242724"
"SACR4","168295"
"SACU","78925"
"SADE11","168296"
"SAEN","168297"
"SAFA5","129697"
"SAFI2","69809"
"SAGR","69810"
"SAGRC2","242725"
"SAGRG","818739"
"SAGRW","203115"
"SAIN10","206691"
"SAIS","69811"
"SAKU","69812"
"SALA","1504195"
"SALAL7","238342"
"SALAM2","200030"
"SALA2","48070"
"SALO2","78926"
"SAPA2","168299"
"SAPL","69816"
"SARI","78927"
"SASA2","78928"
"SASE9","168300"
"SASU","818742"
"SATE2","168301"
"SADO12","NaN"
"SAPO10","NaN"
"SAPO11","NaN"
"SASC7","NaN"
"SASC8","NaN"
"SAUM3","NaN"
"SABR12","168302"
"SACO12","840920"
"SACO13","168304"
"SAEL5","840923"
"SAKI","168305"
"SAMU2","168306"
"SANU6","84746"
"SAPU18","84744"
"SASU8","168307"
"SAVE7","168308"
"SAVI8","168309"
"SAWA2","168310"
"SACH18","425782"
"SAFO","1144617"
"SAME","168311"
